years_after_graduation,section_name,sic_name,sex,number_of_graduates,median_earnings
10,Transportation and storage,Taxi operation,Female + male,35,20400.0
10,Transportation and storage,Other passenger land transport,Female + male,45,26600.0
10,Transportation and storage,Freight transport by road,Female + male,235,30300.0
10,Transportation and storage,Scheduled passenger air transport,Female + male,395,33600.0
10,Transportation and storage,Operation of warehousing and storage facilities for land transport activities,Female + male,540,36900.0
10,Transportation and storage,"Other service activities incidental to land transportation, n.e.c.",Female + male,415,41200.0
10,Transportation and storage,Service activities incidental to air transportation,Female + male,195,35800.0
10,Transportation and storage,Other transportation support activities,Female + male,185,35800.0
10,Transportation and storage,Postal activities under universal service obligation,Female + male,330,27000.0
10,Transportation and storage,Unlicensed carrier,Female + male,225,30300.0
10,"Water supply - sewerage, waste management and remediation activities","Water collection, treatment and supply",Female + male,275,37200.0
10,"Water supply - sewerage, waste management and remediation activities",Sewerage,Female + male,75,40500.0
10,"Water supply - sewerage, waste management and remediation activities",Collection of non-hazardous waste,Female + male,110,35800.0
10,"Water supply - sewerage, waste management and remediation activities",Treatment and disposal of non-hazardous waste,Female + male,30,42300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of new cars and light motor vehicles,Female + male,320,39800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Sale of used cars and light motor vehicles,Female + male,125,32100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,Female + male,185,23400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale trade of motor vehicle parts and accessories,Female + male,105,29200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail trade of motor vehicle parts and accessories,Female + male,70,28300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Female + male,55,42300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Agents specialized in the sale of other particular products,Female + male,70,38000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Female + male,30,35000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of fruit and vegetables,Female + male,55,31400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Wholesale of wine, beer, spirits and other alcoholic beverages",Female + male,185,44900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Wholesale of sugar and chocolate and sugar confectionery,Female + male,60,47800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Non-specialised wholesale of food, beverages and tobacco",Female + male,200,33600.0
